VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StorkTrunover,SalestoPurchaseRatio
9552,M S WALKER INC,3272,Sobieski Vodka,13.23,17.99,1750,10743,142129.89,10722,198008.78,124550.84,19704.47,55551.82,55878.89,28.22041023,0.998045239,1.393153685
11567,CAMPARI AMERICA,3924,Espolon Blanco Tequila,17.38,26.99,750,8162,141855.56,8105,204392.95,132292.68,6385.85,20964.81,62537.39,30.59664729,0.993016418,1.440852583
9165,ULTRA BEVERAGE COMPANY LLP,37822,Frescobaldi Chianti RSV Nip,11.72,26.99,750,12078,141554.16,10570,179836.8,76523.53,1179.59,68054.7,38282.64,21.28743394,0.875144892,1.270445178
3252,E & J GALLO WINERY,33874,Bella Sera Pinot Grigio Del,6.62,12.49,1500,21360,141403.2,21351,231821.49,94092.64,4788.29,61966.91,90418.29,39.00341163,0.999578652,1.639435953
8004,SAZERAC CO INC,5109,Dr McGillicuddy's Menth Trav,9.84,13.99,750,14335,141056.4,14323,200642.77,120877.83,11281.68,50293.62,59586.37,29.69774092,0.999162888,1.422429397
3664,WILLIAM GRANT & SONS INC,2967,Glenfiddich Solera 15-Yr RS,40.73,59.99,750,3463,141047.99,2980,174601.2,133957.22,2349.42,30234.42,33553.21,19.21705578,0.860525556,1.237885063
480,BACARDI USA INC,824,Dewars White Label Scotch,20.76,26.99,1000,6787,140898.12,6617,178592.83,106394.58,6947.85,89286.27,37694.71,21.10650803,0.974952114,1.267531675
9552,M S WALKER INC,2890,Four Roses Bourbon,21.25,26.99,750,6626,140802.5,6491,180430.09,129047.62,5116.03,55551.82,39627.59,21.96284999,0.979625717,1.281440955
1392,CONSTELLATION BRANDS INC,16262,The Dreaming Tree Crush Red,7.18,11.99,750,19580,140584.4,19425,238209.55,90429.41,2170.69,79528.99,97625.15,40.98288671,0.992083759,1.694423777
4692,KOBRAND CORPORATION,12181,Cakebread Chard,24.48,35.99,750,5742,140564.16,5188,194360.12,78452.06,578.87,9139.38,53795.96,27.67849701,0.903517938,1.382714627
2000,SOUTHERN WINE & SPIRITS NE,11970,Zaccagnini Montepulciano Rsv,7.71,18.99,750,18204,140352.84,17962,264292.94,98130.88,2007.73,19016.59,123940.1,46.89497192,0.986706218,1.883060863
4425,MARTIGNETTI COMPANIES,32263,Lindemans Bin 65 Chard,6.8,9.99,1500,20546,139712.8,18623,191345.57,68839.45,4179.17,144929.24,51632.77,26.98404254,0.90640514,1.369563633
4425,MARTIGNETTI COMPANIES,41321,Bogle Phantom Red Cal,10.94,16.95,750,12769,139692.86,12186,211854.54,82585.19,1361.09,144929.24,72161.68,34.06189926,0.954342548,1.516573861
3252,E & J GALLO WINERY,7715,Andre Extra Dry,3.01,5.99,750,46400,139664,45565,244003.85,49625.87,5112.9,61966.91,104339.85,42.76155889,0.98200431,1.747077629
4425,MARTIGNETTI COMPANIES,43434,Phillips Earthquake Cab Svgn,15.58,25.99,750,8948,139409.84,9063,220169.45,106633.96,1009.48,144929.24,80759.61,36.68066119,1.012852034,1.579296339
3960,DIAGEO NORTH AMERICA INC,2894,Scoresby Rare,12.94,17.99,1750,10762,139260.28,10689,192295.11,107436.28,19642.79,257032.07,53034.83,27.5799161,0.993216874,1.380832424
9552,M S WALKER INC,8413,St Elder Elderflower Liqueur,14.28,17.99,750,9731,138958.68,9770,175762.3,110710.46,7696.75,55551.82,36803.62,20.93942785,1.00400781,1.264852976
12546,JIM BEAM BRANDS COMPANY,1239,Booker's Bourbon,39.99,49.99,750,3473,138885.27,3550,181998.5,140387.63,2799.29,123880.97,43113.23,23.68878315,1.022171034,1.310423344
1128,BROWN-FORMAN CORP,8342,Korbel X Dry,8.21,11.99,750,16916,138880.36,16311,209317.89,75750.99,1823.23,68601.68,70437.53,33.65098416,0.964235044,1.507181361
9552,M S WALKER INC,3452,Vanya Light Vodka,5.55,6.99,1750,25006,138783.3,24803,181795.17,69129.53,45568.97,55551.82,43011.87,23.65952297,0.991881948,1.309921078
4425,MARTIGNETTI COMPANIES,44714,Buehler Znfdl Napa,13.51,19.99,750,10242,138369.42,9925,119616.75,47116.97,1108.44,144929.24,-18752.67,-15.67729436,0.969049014,0.864473884
3960,DIAGEO NORTH AMERICA INC,5616,Emmets Irish Cream,15.38,19.99,1750,8996,138358.48,8936,178630.64,120539.7,16423.82,257032.07,40272.16,22.54493406,0.993330369,1.291071136
8004,SAZERAC CO INC,5849,GranGala Triple Orange,12.4,16.99,750,11142,138160.8,11168,193756.32,101492.41,8799.68,50293.62,55595.52,28.69352597,1.002333513,1.402397207
9552,M S WALKER INC,3894,Zhenka Vodka 100 Proof,9.08,13.49,1750,15214,138143.12,15251,202316.99,114814.32,28024.53,55551.82,64173.87,31.71946657,1.002431971,1.464546262
480,BACARDI USA INC,3782,Grey Goose Le Citron Vodka,18.89,23.99,750,7312,138123.68,7572,186388.78,120956.06,5966.31,89286.27,48265.1,25.89485268,1.035557987,1.349433928
8112,MOET HENNESSY USA INC,5353,Grand Marnier,12.77,18.99,375,10791,137801.07,11026,206346.24,134528.07,4324.55,48347.26,68545.17,33.21852145,1.021777407,1.497421174
10000,MAJESTIC FINE WINES,6351,Kendall Jackson Vntr RSV Cab,11.18,17.99,750,12322,137759.96,11715,208058.85,89623.82,1306.75,17587.59,70298.89,33.78798354,0.950738516,1.510299872
12546,JIM BEAM BRANDS COMPANY,807,Jim Beam,13.23,19.99,1000,10389,137446.47,10239,192879.61,99887.49,10750.95,123880.97,55433.14,28.73976155,0.985561652,1.40330712
3252,E & J GALLO WINERY,12216,Da Vinci Pnt Grigio,6.66,9.99,750,20603,137215.98,19810,195680.4,78162.85,2211.7,61966.91,58464.42,29.87750434,0.96151046,1.426075884
8352,LUXCO INC,1961,Everclear 151,23.91,34.99,1750,5730,137004.3,5580,187406.2,114112.04,10254.86,10261.6,50401.9,26.89446774,0.97382199,1.367885534
17035,PERNOD RICARD USA,3627,Absolut 80 Proof,9.37,13.99,375,14610,136895.7,14380,187398.2,125310.5,5640.76,123780.22,50502.5,26.94929834,0.984257358,1.368912245
6785,PALM BAY INTERNATIONAL INC,15527,Roscato Rosso,6.57,9.99,750,20795,136623.15,20760,223386.4,85866.26,2319.22,13605.41,86763.25,38.83998757,0.998316903,1.63505526
3252,E & J GALLO WINERY,10727,Starborough Svgn Bl Marlboro,5.41,9.99,750,25165,136142.65,25225,237069.63,78293.8,2822.44,61966.91,100926.98,42.57271587,1.002384264,1.741332566
9815,WINE GROUP INC,11825,Cupcake Cab Svgn,4.66,6.99,750,29200,136072,27737,208652.63,70095.78,3102.06,27100.41,72580.63,34.78538948,0.94989726,1.533398715
3960,DIAGEO NORTH AMERICA INC,3086,Ciroc Coconut Vodka,35.03,47.99,1750,3882,135986.46,3868,191347.32,59255.17,7107.71,257032.07,55360.86,28.93213242,0.996393612,1.407105678
9815,WINE GROUP INC,18988,Franzia Chillable Red Tap,8.9,14.99,5000,15278,135974.2,15235,207832.65,120322.36,11426.25,27100.41,71858.45,34.57514977,0.997185495,1.52847121
3960,DIAGEO NORTH AMERICA INC,2854,Talisker 10-Yr Single Malt,38.45,49.99,750,3534,135882.3,2953,166564.47,122583.3,2327.95,257032.07,30682.17,18.42059714,0.835597057,1.225799607
3960,DIAGEO NORTH AMERICA INC,3497,Johnnie Walker Platinum,73.07,94.99,750,1857,135690.99,1729,167302.71,133826.19,1363.63,257032.07,31611.72,18.89492406,0.931071621,1.232968453
1392,CONSTELLATION BRANDS INC,6264,Cooks Extra Dry,4.79,6.99,750,28307,135590.53,27492,204172.08,53193.6,3080.31,79528.99,68581.55,33.59007265,0.971208535,1.505798967
17035,PERNOD RICARD USA,1896,The Glenlivet 18 Yr Single,68.83,94.99,750,1962,135044.46,1936,203200.64,168558.92,1526.95,123780.22,68156.18,33.54132152,0.986748216,1.50469438
1392,CONSTELLATION BRANDS INC,21019,Black Box Pnt Nr,10.66,16.99,3000,12647,134817.02,12512,229216.88,139972.37,5630.4,79528.99,94399.86,41.18364232,0.989325532,1.700207288
12546,JIM BEAM BRANDS COMPANY,1388,Red Stag by Jim Beam,19.22,28.99,1750,6995,134443.9,6961,173392.39,121781.13,12795.16,123880.97,38948.49,22.46262942,0.995139385,1.289700686
7245,PROXIMO SPIRITS INC.,8469,1800 Reposado Gold Tequila,16.29,21.99,750,8189,133398.81,7975,195273.25,128044,6284.59,38994.78,61874.44,31.68608091,0.973867383,1.463830524
516,BANFI PRODUCTS CORP,8678,Banfi Chianti Clsc RSV,9.32,15.99,750,14292,133201.44,14191,219699.09,82353.2,1585.45,8510.41,86497.65,39.37096417,0.992933109,1.649374736
17035,PERNOD RICARD USA,6231,Mumm Brut Prestige,10.27,14.99,750,12931,132801.37,12487,210520.45,79893.76,1394.9,123780.22,77719.08,36.91759162,0.965663908,1.585227999
7245,PROXIMO SPIRITS INC.,8424,1800 Coconut Tequila,16.29,21.99,750,8136,132535.44,8041,199138.59,125786.49,6334.45,38994.78,66603.15,33.44562699,0.9883235,1.50253087
480,BACARDI USA INC,4246,Bacardi Superior Rum,4.22,5.49,375,31200,131664,30666,211183.84,95745.78,12050.38,89286.27,79519.84,37.65432052,0.982884615,1.603960384
6213,MHW LTD,5929,RumChata Liqueur,34.88,44.99,1750,3767,131392.96,3224,130097.76,96065.23,5926.79,9621.58,-1295.2,-0.995559032,0.855853464,0.990142546
6213,MHW LTD,3699,Chopin Vodka,31,39.99,1750,4237,131347,4268,171362.32,113546.74,7844.65,9621.58,40015.32,23.3512945,1.007316498,1.304653475
9819,TREASURY WINE ESTATES,8421,Beringer Classic Wh Znfdl,3.37,4.99,750,38917,131150.29,38974,210632.5,58051.14,4369.4,14836.57,79482.21,37.73501715,1.001464656,1.606039148
1128,BROWN-FORMAN CORP,1465,Woodford Rsv Bourbon,11.02,14.99,375,11872,130829.44,11830,194469.7,121614.72,4641.64,68601.68,63640.26,32.72502606,0.996462264,1.486436845
1128,BROWN-FORMAN CORP,26949,Sonoma-Cutrer Chard RRV,15.53,22.99,750,8422,130793.66,8369,192403.31,71154.05,935.36,68601.68,61609.65,32.02109673,0.993706958,1.471044621
3252,E & J GALLO WINERY,28889,Peter Vella Chard Cal B/B,10.61,15.99,5000,12314,130651.54,12192,189144.58,119882.24,9144,61966.91,58493.04,30.92504157,0.990092578,1.447702645
3252,E & J GALLO WINERY,8450,E & J Brandy VS,13.86,18.99,1750,9424,130616.64,9420,187580.8,112828.33,17312.55,61966.91,56964.16,30.36779884,0.999575552,1.436117175
4692,KOBRAND CORPORATION,8627,Jadot Beaujolais Villages,5.47,9.99,750,23791,130136.77,23741,222471.82,72118.98,2656.39,9139.38,92335.05,41.50415545,0.997898365,1.709523142
660,SAZERAC NORTH AMERICA INC.,3216,Fleischmanns X Dry Gin,7.68,11.99,1750,16925,129984,16805,177247.95,78266.47,30878.24,17932.33,47263.95,26.66544239,0.992909897,1.363613599
10754,PERFECTA WINES,43225,Ch Beauchene Chtnf Pape RSV,18.29,32.99,750,7101,129877.29,6445,184491.55,96501.79,717.41,28720.52,54614.26,29.60258071,0.907618645,1.420506618
9552,M S WALKER INC,3896,Zhenka Vodka,2.63,3.29,375,49339,129761.57,49146,161690.34,61875.03,19326.2,55551.82,31928.77,19.74686305,0.996088287,1.246057211
3960,DIAGEO NORTH AMERICA INC,5219,Sambuca Romana Black,13.23,17.99,750,9801,129667.23,9808,192403.92,112822.59,7726.7,257032.07,62736.69,32.6067629,1.000714213,1.483828412
9552,M S WALKER INC,12220,Angeline Pnt Nr,5.48,12.99,750,23446,128484.08,23606,223629.58,77503.37,2640.45,55551.82,95145.5,42.54602634,1.006824192,1.740523651
3252,E & J GALLO WINERY,10421,Barefoot Moscato Cal,5.9,8.79,1500,21763,128401.7,20739,219454.37,100633.87,4644.17,61966.91,91052.67,41.49047932,0.952947663,1.709123555
3960,DIAGEO NORTH AMERICA INC,1424,Bulleit Bourbon,9.69,14.99,375,13226,128159.94,12359,178095.41,103200.08,4851.16,257032.07,49935.47,28.03860582,0.934447301,1.389634
10754,PERFECTA WINES,45822,Masciarelli Montepulciano,5.37,9.99,750,23851,128079.87,22599,214213.21,79858.48,2526.14,28720.52,86133.34,40.20916357,0.947507442,1.672497091
10000,MAJESTIC FINE WINES,45848,Kendall Jackson Summation Re,6.63,11.99,750,19289,127886.07,17401,185907.03,68697.57,1945.09,17587.59,58020.96,31.20966431,0.902120379,1.453692572
2555,DISARONNO INTERNATIONAL LLC,538,Amaretto DiSaronno,7.96,12.99,375,16065,127877.4,15596,208951.04,116137.98,6122.29,5861.03,81073.64,38.80030461,0.9708061,1.633995061
7245,PROXIMO SPIRITS INC.,4187,Kraken Black Spiced Rum,12.85,17.99,750,9933,127639.05,9737,190625.63,128262.65,7673.11,38994.78,62986.58,33.04203113,0.980267794,1.493474215
12546,JIM BEAM BRANDS COMPANY,3310,Pinnacle Vodka,4.34,6.99,375,29360,127422.4,28977,173753.23,86829.47,11386.64,123880.97,46330.83,26.6647302,0.986955041,1.363600356
3252,E & J GALLO WINERY,3511,New Amsterdam Vodka,7.24,9.99,750,17593,127373.32,16621,172716.79,101307.77,13092.25,61966.91,45343.47,26.25307592,0.944750753,1.355988758
8004,SAZERAC CO INC,3636,Dr McGillicuddy's Mentholmnt,5.03,7.49,375,25233,126921.99,25022,172791.78,88515.24,9828.96,50293.62,45869.79,26.54628015,0.991637934,1.36140144
3664,WILLIAM GRANT & SONS INC,2125,Glenfiddich 14 Yr Barrel Rsv,36.76,49.99,750,3449,126785.24,2861,145728.39,109417.58,2255.59,30234.42,18943.15,12.99894276,0.829515802,1.149411319
9815,WINE GROUP INC,23095,Glen Ellen Cab Svgn RSV,4.76,6.99,1500,26605,126639.8,25730,179852.7,72996.57,5768.12,27100.41,53212.9,29.5869342,0.967111445,1.420190967
480,BACARDI USA INC,4066,Bacardi Oakheart Spiced Rum,12.85,21.99,1750,9852,126598.2,10719,219417.81,142474.67,19700.03,89286.27,92819.61,42.30267816,1.088002436,1.733182699
12546,JIM BEAM BRANDS COMPANY,1348,Knob Creek Bourbon,11.84,17.99,375,10660,126214.4,10319,180410.81,129716.05,4045.05,123880.97,54196.41,30.04055577,0.968011257,1.429399577
1128,BROWN-FORMAN CORP,1060,Jack Daniels Bruins Glass Pk,21.7,31.99,1000,5810,126077,4750,138180.5,62122.9,4987.5,68601.68,12103.5,8.7591954,0.817555938,1.096000857
4425,MARTIGNETTI COMPANIES,23739,Liberty School Cab Svgn,7.25,12.99,750,17319,125562.75,17253,221735.87,80911.5,1928.63,144929.24,96173.12,43.37282912,0.996189156,1.765936713
12546,JIM BEAM BRANDS COMPANY,4194,Calico Jack Coconut Rum,9.48,12.99,1750,13244,125553.12,13415,179783.85,98404.68,24651.5,123880.97,54230.73,30.16440576,1.012911507,1.431934547
17035,PERNOD RICARD USA,8338,The Glenlivet 12 Yr Single,14.49,21.99,375,8656,125425.44,8614,179479.86,125206.03,3377.43,123780.22,54054.42,30.11726218,0.995147874,1.43096855
2000,SOUTHERN WINE & SPIRITS NE,26945,Ferrari-Carano Fume Bl,6.77,12.49,750,18479,125102.83,17068,210229.32,70850.52,1909.27,19016.59,85126.49,40.49220632,0.923643054,1.680452153
12546,JIM BEAM BRANDS COMPANY,5368,Midori Melon Liqueur,15.23,19.49,750,8198,124855.54,8176,171642.74,113793.42,6441.65,123880.97,46787.2,27.25847886,0.997316419,1.374730669
6213,MHW LTD,3679,Chopin Vodka,14.49,19.99,750,8613,124802.37,8444,182523.56,120930.12,6653.28,9621.58,57721.19,31.62396679,0.980378498,1.462500752
12546,JIM BEAM BRANDS COMPANY,1359,Knob Creek Rye,21.87,32.99,750,5705,124768.35,4227,125361.73,101105.94,3333.19,123880.97,593.38,0.473334246,0.74092901,1.004755854
9552,M S WALKER INC,38888,Justin Cab Svgn Paso Robles,16.88,27.99,750,7391,124760.08,7327,204836.73,100095.35,816.04,55551.82,80076.65,39.09291561,0.99134082,1.641845132
3252,E & J GALLO WINERY,34428,Frei Bros RSV Chard RRV,9.55,15.99,750,13056,124684.8,13443,210627.53,83600.92,1500.84,61966.91,85942.73,40.80317991,1.029641544,1.689279928
1392,CONSTELLATION BRANDS INC,13940,Black Box Malbec,10.45,16.99,3000,11913,124490.85,11195,203177.05,116926.81,5037.75,79528.99,78686.2,38.72789766,0.939729707,1.632064124
9815,WINE GROUP INC,6918,Franzia Tap Cab Svgn,10.95,15.99,5000,11368,124479.6,11466,190349.34,123537.97,8599.5,27100.41,65869.74,34.60465899,1.00862069,1.529160923
6785,PALM BAY INTERNATIONAL INC,8746,Cavit Pinot Grigio,4.02,6.99,750,30877,124125.54,31126,212476.74,63650.74,3484.75,13605.41,88351.2,41.58158677,1.008064255,1.711789048
3924,HEAVEN HILL DISTILLERIES,3989,Deep Eddy Lemon Vodka,11.93,15.99,750,10368,123690.24,8966,147676.34,86892.69,7061.92,14069.87,23986.1,16.24234458,0.864776235,1.193920717
11567,CAMPARI AMERICA,408,Wild Turkey American Honey,12.97,16.99,750,9521,123487.37,8720,165112.8,114513.61,6871.98,20964.81,41625.43,25.21029866,0.915870182,1.337082489
3664,WILLIAM GRANT & SONS INC,3527,Reyka Vodka,21.87,29.99,1750,5635,123237.45,5820,176974.8,120884.3,10697.55,30234.42,53737.35,30.36440781,1.032830524,1.436047241
3664,WILLIAM GRANT & SONS INC,3347,Milagro Silver Tequila,28.56,39.99,1750,4313,123179.28,4215,175782.85,128689.23,7748.09,30234.42,52603.57,29.9253141,0.977277997,1.427048851
9815,WINE GROUP INC,29169,Franzia Tap Merlot,10.88,15.99,5000,11294,122878.72,11369,188836.31,124803.19,8526.75,27100.41,65957.59,34.92844676,1.006640694,1.536769833
9165,ULTRA BEVERAGE COMPANY LLP,6855,Midnight Moon Apple Pie,15.19,18.99,750,8088,122856.72,8764,175192.36,118500.72,6905.94,68054.7,52335.64,29.87324333,1.083580613,1.425989234
12546,JIM BEAM BRANDS COMPANY,2373,Jim Beam Maple,10.29,16.99,750,11939,122852.31,11264,171594.86,110670.55,8873.72,123880.97,48742.55,28.40560026,0.943462602,1.396757293
9552,M S WALKER INC,34903,Smoking Loon Cab Svgn,4.59,6.79,750,26753,122796.27,25256,193019.74,57035.93,2828.36,55551.82,70223.47,36.38149652,0.944043659,1.571869732
9815,WINE GROUP INC,39087,Corbett Canyon Pnt Grigio,6.66,12.99,3000,18426,122717.16,18412,215091.88,109153.45,8285.4,27100.41,92374.72,42.94663285,0.999240204,1.75274493
3960,DIAGEO NORTH AMERICA INC,3025,Ciroc Snap Frost Vodka,9.29,11.99,375,13170,122349.3,13018,159459.82,54633.22,5115.1,257032.07,37110.52,23.27264636,0.988458618,1.303316161
17035,PERNOD RICARD USA,2017,Redbreast Irish Whiskey,44.77,63.99,750,2724,121953.48,2682,175424.18,142021.29,2114.96,123780.22,53470.7,30.48080373,0.984581498,1.438451613
1128,BROWN-FORMAN CORP,8033,Jack Daniels No 7 Black,2.3,2.99,50,52988,121872.4,52025,155554.75,40131.78,2712.58,68601.68,33682.35,21.65305142,0.981826074,1.276373896
12546,JIM BEAM BRANDS COMPANY,1373,Jim Beam Honey,10.36,16.99,750,11752,121750.72,11221,170762.79,112909.52,8841.69,123880.97,49012.07,28.70184424,0.954816201,1.402560823
6785,PALM BAY INTERNATIONAL INC,32368,Cavit Pinot Noir Delle Vene,6.45,9.99,1500,18876,121750.2,18356,196006.04,77646.24,4114.01,13605.41,74255.84,37.88446519,0.972451791,1.609903228
17035,PERNOD RICARD USA,2587,Jameson Irish Whiskey,12.67,18.99,375,9607,121720.69,9294,171430.56,117621.69,3643.51,123780.22,49709.87,28.9970878,0.96741959,1.408392936
480,BACARDI USA INC,743,Angels Envy Whiskey,36.5,45.99,750,3333,121654.5,3216,160767.84,96280.74,2533.55,89286.27,39113.34,24.32908223,0.96489649,1.321511658
9815,WINE GROUP INC,6574,Franzia Tap Wh Znfdl Cal,9.99,14.99,5000,12171,121588.29,12162,202573.38,125765.79,9121.5,27100.41,80985.09,39.97815014,0.999260537,1.666059947
10000,MAJESTIC FINE WINES,21208,Kendall Jackson Grand Rsv Ch,10.32,15.99,750,11760,121363.2,11318,184705.82,72220.76,1263.88,17587.59,63342.62,34.29378674,0.962414966,1.521926086
9552,M S WALKER INC,2100,Canadian Regal,7.24,9.99,1750,16738,121183.12,16564,167333.36,84919.99,30435.35,55551.82,46150.24,27.57982031,0.989604493,1.380830598
8004,SAZERAC CO INC,5382,Ice 101 Peppermint Schnapps,9.44,13.99,750,12837,121181.28,12847,162437.53,97827.8,10118.02,50293.62,41256.25,25.3982254,1.000778998,1.340450687
1392,CONSTELLATION BRANDS INC,16260,The Dreaming Tree Cab Svgn,7.58,11.99,750,15976,121098.08,15806,192234.14,84196.2,1763.15,79528.99,71136.06,37.00490454,0.989359039,1.587425168
8004,SAZERAC CO INC,4939,Kapali Coffee,11.59,17.99,1750,10430,120883.7,10477,172157.23,114952.22,19255.57,50293.62,51273.53,29.78296642,1.004506232,1.424155862
4692,KOBRAND CORPORATION,8072,Taittinger Brut La Francais,24.99,44.99,750,4832,120751.68,4465,173745.35,82064.12,497.59,9139.38,52993.67,30.50077024,0.924048013,1.438864867
4425,MARTIGNETTI COMPANIES,43872,Joseph Carr Cab Svgn Napa,12.66,18.99,750,9517,120485.22,9219,194304.61,85644.3,1028.51,144929.24,73819.39,37.9915793,0.968687612,1.612684195
8112,MOET HENNESSY USA INC,2965,Ardbeg 10 Yr Single Malt Sc,34.64,46.99,750,3464,119992.96,3112,139529.88,106719.21,2453.62,48347.26,19536.92,14.00196144,0.898383372,1.162817219
2000,SOUTHERN WINE & SPIRITS NE,39384,F Coppola Diamond Pnt Nr,8.96,14.99,750,13381,119893.76,13775,203144.57,92416.81,1536.16,19016.59,83250.81,40.98106585,1.029444735,1.6943715
660,SAZERAC NORTH AMERICA INC.,4829,Mr Boston Blackberry Brandy,9.59,11.99,1750,12498,119855.82,12599,162256.01,85054.32,23152.33,17932.33,42400.19,26.1316607,1.008081293,1.353759959
10754,PERFECTA WINES,42422,Firesteed Pnt Nr Ore,7.84,15.99,750,15280,119795.2,14007,188405.93,77452.45,1564.13,28720.52,68610.73,36.4164387,0.916688482,1.572733549
3252,E & J GALLO WINERY,31489,Barefoot Chard Cal,5.71,8.79,1500,20966,119715.86,19586,206665.66,84338.78,4390.64,61966.91,86949.8,42.07268881,0.934179147,1.726301427
4692,KOBRAND CORPORATION,6162,Jadot Pouilly Fuisse,14.19,21.99,750,8422,119508.18,8574,188476.26,85628.08,955.42,9139.38,68968.08,36.59244936,1.01804797,1.577099241
8892,TRINCHERO FAMILY ESTATES,21985,Menage a Trois Midnight,6.59,10.99,750,18120,119410.8,17874,196130.54,83082.14,1994.3,11595.97,76719.74,39.11667199,0.986423841,1.642485772
660,SAZERAC NORTH AMERICA INC.,1637,Fleischmanns Preferred,8.13,11.49,1750,14639,119015.07,14560,169830.4,79357.35,26754.17,17932.33,50815.33,29.92122141,0.994603457,1.426965509
3252,E & J GALLO WINERY,5444,E & J Superior RSV VSOP,14.49,19.99,1750,8210,118962.9,8195,163818.05,93893.03,15061.98,61966.91,44855.15,27.38107919,0.99817296,1.377051585
3960,DIAGEO NORTH AMERICA INC,3286,Ciroc Snap Frost Vodka,36.08,47.99,1750,3283,118450.64,3287,164221.13,82856.59,6041.22,257032.07,45770.49,27.87125506,1.001218398,1.386409816
3960,DIAGEO NORTH AMERICA INC,4089,Capt Morgan White,14.59,22.99,1750,8118,118441.62,8722,193553.78,126808.35,16030.05,257032.07,75112.16,38.80686804,1.074402562,1.63417032
480,BACARDI USA INC,4221,Bacardi Gold Rum Traveler,12.94,17.99,1750,9143,118310.42,11823,213320.77,93253.86,21724.91,89286.27,95010.35,44.53872448,1.29312042,1.803059866
3089,SIDNEY FRANK IMPORTING CO,5401,Jagermeister Liqueur,4.64,5.99,200,25421,117953.44,24984,138351.16,73027.81,5246.64,8549.55,20397.72,14.74343981,0.982809488,1.172930268
11567,CAMPARI AMERICA,3837,Skyy Vodka,0.72,0.99,50,163375,117630,162879,161250.21,18428.85,8543.59,20964.81,43620.21,27.05125779,0.99696404,1.370825555
12546,JIM BEAM BRANDS COMPANY,676,Pinnacle Whipped Vodka,8.65,10.99,750,13529,117025.85,13497,149096.03,93977.82,10632.06,123880.97,32070.18,21.50974778,0.997634711,1.274043555
3960,DIAGEO NORTH AMERICA INC,3495,Ketel One Citroen Vodka,23.52,38.99,1750,4960,116659.2,4624,165384.76,109247.79,8499.07,257032.07,48725.56,29.46194075,0.932258065,1.417674388
9819,TREASURY WINE ESTATES,17176,Beringer Classic Chard,5.23,7.99,1500,22293,116592.39,23482,198440.18,68279.78,5269.95,14836.57,81847.79,41.24557335,1.053335128,1.701999419
12546,JIM BEAM BRANDS COMPANY,4313,Sauza Blue Silver Tequila,19.42,26.99,1750,6000,116520,5675,154464.25,112776.62,10431.82,123880.97,37944.25,24.56506926,0.945833333,1.325645812
17035,PERNOD RICARD USA,32749,Brancott Svgn Bl Marlboro,5.26,10.49,750,22126,116382.76,21989,203016.11,57499.95,2463.29,123780.22,86633.35,42.67314057,0.993808189,1.744383017
3960,DIAGEO NORTH AMERICA INC,3396,Smirnoff Vanilla Vodka,13.73,22.99,1750,8468,116265.64,8584,175850.16,119601.93,15777.01,257032.07,59584.52,33.88368825,1.01369863,1.512486062
17035,PERNOD RICARD USA,2586,Jameson Irish Whiskey,2.21,2.99,50,52589,116221.69,51307,153407.93,41719.47,2673.59,123780.22,37186.24,24.24010284,0.975622278,1.319959553
3924,HEAVEN HILL DISTILLERIES,4563,Christian Bros Brandy,12.14,16.99,1750,9567,116143.38,9628,173593.72,112257.96,17695.67,14069.87,57450.34,33.09471103,1.006376084,1.494650147
8352,LUXCO INC,1174,Rebel Yell,15.87,19.99,1750,7292,115724.04,7131,147438.69,100689.35,13107.27,10261.6,31714.65,21.51039866,0.977921009,1.27405412
3960,DIAGEO NORTH AMERICA INC,2468,Crown Royal Nrth Harvest Rye,22.39,29.99,750,5168,115711.52,3971,113966.29,83504.91,3130.07,257032.07,-1745.23,-1.531356334,0.768382353,0.984917405
9552,M S WALKER INC,34904,Smoking Loon Chard,4.68,6.79,750,24663,115422.84,23344,176844.86,57211.31,2612.89,55551.82,61422.02,34.73214885,0.946519077,1.532147883
3960,DIAGEO NORTH AMERICA INC,2755,Johnnie Walker Red Label,19.68,24.99,750,5856,115246.08,5755,143817.45,105082.95,4536.79,257032.07,28571.37,19.86641399,0.982752732,1.247916198
3960,DIAGEO NORTH AMERICA INC,2494,Crown Royal Regal Apple,31,39.99,1750,3703,114793,3851,180958.49,139137.39,7079.63,257032.07,66165.49,36.56390479,1.039967594,1.576389588
9552,M S WALKER INC,41072,Angeline Pnt Nr Rsv,8.16,13.99,750,14058,114713.28,14310,190470.9,78285.07,1597.71,55551.82,75757.62,39.77385522,1.017925736,1.660408455
9165,ULTRA BEVERAGE COMPANY LLP,3654,Patron Reposado Tequila,39.39,53.99,750,2904,114388.56,2753,147999.47,112866.02,2171.1,68054.7,33610.91,22.71015565,0.948002755,1.293831044
8004,SAZERAC CO INC,3237,Firefly Sweet Tea Vodka,18.17,25.99,1750,6292,114325.64,5976,151349.24,93910.04,10983.01,50293.62,37023.6,24.46236268,0.949777495,1.323843365
12546,JIM BEAM BRANDS COMPANY,3502,Pinnacle Vodka,8.14,10.99,750,14035,114244.9,13867,157942.33,104819.33,10924.59,123880.97,43697.43,27.66669961,0.988029925,1.382489109
